EAR,MAR,TIME
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.196838193143799,0.9436269767820133,14:28:27.157987
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.196838193143799,0.9436269767820133,14:28:27.157987
0.2023942787678658,1.004987562112089,14:28:27.285112
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.196838193143799,0.9436269767820133,14:28:27.157987
0.2023942787678658,1.004987562112089,14:28:27.285112
0.21735490392929618,2.0406586248823855,14:28:27.420734
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.196838193143799,0.9436269767820133,14:28:27.157987
0.2023942787678658,1.004987562112089,14:28:27.285112
0.21735490392929618,2.0406586248823855,14:28:27.420734
0.24734520481568925,0.23874258867227932,14:28:37.274185
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.196838193143799,0.9436269767820133,14:28:27.157987
0.2023942787678658,1.004987562112089,14:28:27.285112
0.21735490392929618,2.0406586248823855,14:28:27.420734
0.24734520481568925,0.23874258867227932,14:28:37.274185
0.21230314949200124,0.3707701875205887,14:28:37.393888
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.196838193143799,0.9436269767820133,14:28:27.157987
0.2023942787678658,1.004987562112089,14:28:27.285112
0.21735490392929618,2.0406586248823855,14:28:27.420734
0.24734520481568925,0.23874258867227932,14:28:37.274185
0.21230314949200124,0.3707701875205887,14:28:37.393888
0.19722433148758323,0.20786893258332634,14:28:37.514144
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.196838193143799,0.9436269767820133,14:28:27.157987
0.2023942787678658,1.004987562112089,14:28:27.285112
0.21735490392929618,2.0406586248823855,14:28:27.420734
0.24734520481568925,0.23874258867227932,14:28:37.274185
0.21230314949200124,0.3707701875205887,14:28:37.393888
0.19722433148758323,0.20786893258332634,14:28:37.514144
0.22970116718225508,0.21573786516665266,14:28:37.638882
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
0.21626141255578257,0.6055175020198813,14:28:26.644090
0.2063781950190816,0.5366339837864262,14:28:26.753739
0.21344803702930404,0.883378222096144,14:28:26.868668
0.1941533214681752,0.969991708074726,14:28:27.004146
0.196838193143799,0.9436269767820133,14:28:27.157987
0.2023942787678658,1.004987562112089,14:28:27.285112
0.21735490392929618,2.0406586248823855,14:28:27.420734
0.24734520481568925,0.23874258867227932,14:28:37.274185
0.21230314949200124,0.3707701875205887,14:28:37.393888
0.19722433148758323,0.20786893258332634,14:28:37.514144
0.22970116718225508,0.21573786516665266,14:28:37.638882
0.21415392860493015,0.4,14:28:37.763915
0.1893208756724951,0.45647536980700076,14:28:25.548611
0.15894660484970488,0.8372547628811988,14:28:25.892255
0.20563946641717037,0.7071067811865476,14:28:26.005704
0.2568922226098377,0.6027587510099406,14:28:26.134144
0.21604494127617038,0.5754848191396408,14:28:26.249244
0.22251960470293503,0.5393927347963668,14:28:26.373884
0.23340112849253586,0.6,14:28:26.514882
